Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,Yes,0,Graduate,No,6171,1984.0,700.0,360.0,1.0,Semiurban,Y
Male,No,0,Not Graduate,No,4342,0.0,646.0,360.0,1.0,Rural,Y
Male,Yes,0,Graduate,No,2819,877.0,700.0,360.0,1.0,Urban,N
Female,No,0,Not Graduate,No,7452,0.0,700.0,300.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,5202,738.0,700.0,360.0,-1.0,Rural,N
Male,Yes,0,Graduate,No,8422,3720.0,700.0,360.0,1.0,Urban,Y
Male,No,2,Graduate,No,7979,0.0,700.0,240.0,1.0,Urban,Y
Male,Yes,3+,Graduate,No,2364,2553.0,556.0,180.0,-1.0,Semiurban,Y
Male,Yes,0,Graduate,No,2348,377.0,381.0,360.0,1.0,Semiurban,N
Male,Yes,1,Graduate,No,3410,837.0,622.0,360.0,-1.0,Urban,Y
Male,Yes,2,Graduate,No,2890,3322.0,700.0,360.0,1.0,Rural,Y
Male,No,3+,Graduate,Yes,7827,0.0,700.0,360.0,0.0,Semiurban,Y
Female,No,1,Graduate,No,6268,0.0,700.0,360.0,0.0,Rural,N
Male,No,2,Graduate,No,9457,0.0,700.0,180.0,1.0,Rural,Y
Male,Yes,2,Not Graduate,No,6426,2260.0,700.0,360.0,0.0,Rural,N
Male,Yes,2,Graduate,No,5795,956.0,700.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Not Graduate,Yes,9995,0.0,700.0,180.0,1.0,Urban,Y
Male,Yes,0,Not Graduate,No,6690,1086.0,700.0,360.0,0.0,Semiurban,N
Female,Yes,0,Not Graduate,No,5364,1075.0,700.0,360.0,1.0,Urban,Y
Male,No,0,Not Graduate,No,11664,0.0,700.0,180.0,1.0,Semiurban,N
Female,No,0,Graduate,No,5505,0.0,680.0,360.0,1.0,Urban,N
Male,No,0,Graduate,No,4370,0.0,663.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,3259,2762.0,700.0,360.0,1.0,Urban,Y
Male,Yes,0,Not Graduate,Yes,7606,3029.0,700.0,36.0,1.0,Urban,Y
Male,Yes,2,Graduate,No,10202,4074.0,700.0,360.0,1.0,Urban,N
Female,Yes,0,Graduate,No,5025,645.0,700.0,360.0,-1.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,10608,3568.0,700.0,360.0,1.0,Rural,Y
Male,Yes,2,Graduate,No,1748,1032.0,315.0,360.0,1.0,Urban,N
Male,Yes,2,Graduate,No,5012,2661.0,700.0,12.0,1.0,Rural,Y
Male,No,3+,Graduate,No,5054,0.0,700.0,360.0,1.0,Rural,Y
Male,Yes,2,Graduate,No,3464,0.0,605.0,360.0,1.0,Urban,Y
Male,No,2,Graduate,No,19170,0.0,700.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,4982,126.0,700.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,4129,2347.0,700.0,360.0,0.0,Urban,N
Male,Yes,0,Graduate,Yes,5241,3562.0,700.0,12.0,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,1717,0.0,204.0,360.0,1.0,Urban,Y
Male,Yes,3+,Graduate,No,3402,1822.0,700.0,360.0,1.0,Rural,Y
Male,Yes,0,Graduate,No,8873,8760.0,700.0,360.0,-1.0,Rural,Y
Male,No,0,Not Graduate,No,3656,0.0,700.0,360.0,1.0,Rural,N
Male,Yes,0,Not Graduate,No,3275,2963.0,700.0,360.0,1.0,Semiurban,N
Male,Yes,0,Graduate,No,10617,5116.0,700.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,10798,2769.0,700.0,360.0,0.0,Rural,N
Male,Yes,0,Graduate,Yes,6866,891.0,700.0,180.0,1.0,Urban,Y
Male,Yes,3+,Graduate,No,4023,223.0,700.0,60.0,1.0,Urban,Y
Male,Yes,0,Graduate,No,4529,1301.0,700.0,360.0,1.0,Semiurban,Y
Male,No,2,Graduate,No,3320,0.0,393.0,300.0,0.0,Urban,N
Male,No,1,Graduate,Yes,2990,0.0,635.0,360.0,-1.0,Urban,Y
Male,No,0,Not Graduate,Yes,2909,0.0,324.0,360.0,1.0,Urban,Y
Female,Yes,0,Graduate,No,3678,2284.0,700.0,240.0,1.0,Semiurban,N
Male,Yes,2,Not Graduate,No,2925,6369.0,700.0,360.0,-1.0,Urban,Y
Male,No,0,Graduate,No,2186,0.0,389.0,360.0,1.0,Urban,Y
Male,Yes,2,Not Graduate,No,5829,0.0,700.0,360.0,1.0,Urban,Y
Male,Yes,0,Graduate,No,5878,3150.0,700.0,360.0,1.0,Urban,Y
Male,Yes,1,Graduate,No,13167,7719.0,700.0,240.0,0.0,Rural,Y
Male,No,2,Not Graduate,No,3577,0.0,570.0,360.0,1.0,Urban,N
Female,Yes,0,Not Graduate,No,6081,0.0,700.0,120.0,1.0,Semiurban,Y
Male,No,0,Graduate,No,6136,0.0,700.0,360.0,-1.0,Semiurban,Y
Male,No,3+,Graduate,No,4494,0.0,590.0,360.0,1.0,Urban,Y
Male,Yes,0,Graduate,No,7781,2480.0,700.0,360.0,1.0,Rural,Y
Male,No,0,Graduate,No,7914,0.0,700.0,240.0,-1.0,Semiurban,Y
Female,Yes,0,Graduate,No,6186,3950.0,700.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,4489,4367.0,700.0,240.0,1.0,Urban,N
Male,Yes,2,Graduate,No,4244,1446.0,700.0,360.0,1.0,Urban,Y
Male,No,2,Graduate,No,2435,0.0,512.0,360.0,1.0,Rural,N
Female,Yes,0,Graduate,No,3317,5782.0,700.0,360.0,1.0,Rural,Y
Male,Yes,2,Graduate,No,3670,10953.0,700.0,360.0,1.0,Rural,Y
Female,Yes,0,Graduate,No,2784,3898.0,700.0,84.0,0.0,Rural,Y
Male,Yes,0,Graduate,No,6581,2079.0,700.0,360.0,0.0,Urban,N
Female,Yes,0,Graduate,No,9978,1903.0,700.0,360.0,1.0,Rural,N
Male,Yes,3+,Graduate,No,3136,3300.0,700.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,6038,1801.0,700.0,360.0,1.0,Rural,N
Male,No,0,Graduate,No,2926,0.0,455.0,360.0,1.0,Urban,Y
Male,Yes,0,Not Graduate,No,4369,0.0,592.0,60.0,1.0,Urban,Y
Male,No,2,Graduate,No,3534,0.0,508.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,7194,716.0,700.0,360.0,1.0,Rural,Y
Female,No,0,Graduate,No,3557,0.0,474.0,360.0,-1.0,Semiurban,Y
Male,Yes,1,Graduate,No,9013,0.0,700.0,360.0,1.0,Urban,Y
Male,Yes,0,Graduate,No,4514,11991.0,700.0,360.0,1.0,Urban,N
Male,No,0,Graduate,No,3615,0.0,695.0,360.0,1.0,Rural,Y
Male,Yes,0,Graduate,No,2593,1097.0,548.0,360.0,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,5939,1217.0,700.0,180.0,1.0,Semiurban,N
Male,No,0,Graduate,No,8454,0.0,700.0,36.0,-1.0,Semiurban,Y
Male,No,2,Graduate,No,6005,0.0,700.0,84.0,1.0,Semiurban,N
Female,Yes,1,Graduate,No,17701,810.0,700.0,120.0,1.0,Semiurban,Y
Female,Yes,1,Graduate,No,11343,23346.0,700.0,360.0,0.0,Semiurban,N
Male,No,3+,Graduate,No,4363,0.0,598.0,180.0,1.0,Rural,N
Female,No,0,Graduate,No,4338,0.0,536.0,360.0,0.0,Rural,N
Male,No,0,Graduate,No,6690,0.0,700.0,360.0,1.0,Rural,Y
Female,Yes,3+,Graduate,No,3259,2123.0,700.0,360.0,-1.0,Semiurban,Y
Male,No,0,Graduate,No,9813,0.0,700.0,360.0,-1.0,Semiurban,Y
Male,Yes,1,Graduate,No,6304,10462.0,700.0,36.0,1.0,Semiurban,Y
Male,No,2,Not Graduate,Yes,5949,0.0,671.0,240.0,1.0,Rural,Y
Female,Yes,0,Graduate,No,7539,0.0,700.0,360.0,0.0,Semiurban,Y
Male,No,0,Not Graduate,No,13327,0.0,700.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,5676,1066.0,700.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,4855,788.0,700.0,360.0,1.0,Semiurban,Y
Male,No,0,Graduate,No,11847,0.0,700.0,180.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,8797,489.0,700.0,12.0,-1.0,Urban,Y
Female,No,2,Not Graduate,No,4331,0.0,625.0,360.0,-1.0,Semiurban,Y
Male,Yes,2,Graduate,No,5182,692.0,700.0,360.0,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,5753,2649.0,700.0,360.0,1.0,Urban,Y
Male,Yes,0,Graduate,No,6304,0.0,700.0,360.0,-1.0,Rural,Y
Male,Yes,0,Graduate,No,2450,118.0,418.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,2212,0.0,471.0,360.0,1.0,Urban,N
Male,Yes,0,Graduate,No,3171,1307.0,700.0,360.0,1.0,Rural,Y
Male,Yes,0,Graduate,No,3039,1159.0,478.0,360.0,1.0,Semiurban,Y
Female,No,0,Not Graduate,No,3626,0.0,543.0,360.0,1.0,Semiurban,Y
Male,No,0,Graduate,No,7325,0.0,700.0,180.0,1.0,Semiurban,Y
Male,No,2,Graduate,No,4708,0.0,620.0,360.0,1.0,Rural,Y
Female,Yes,0,Graduate,No,5756,1964.0,700.0,240.0,-1.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,2635,1924.0,531.0,360.0,-1.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,4008,942.0,700.0,360.0,1.0,Urban,Y
Female,No,1,Graduate,No,7137,0.0,700.0,360.0,1.0,Semiurban,Y
Male,No,2,Graduate,No,7167,0.0,700.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,3469,2329.0,700.0,360.0,1.0,Semiurban,N
Male,No,2,Not Graduate,No,5647,0.0,674.0,360.0,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,17316,854.0,700.0,360.0,1.0,Rural,Y
Male,Yes,2,Graduate,Yes,5117,0.0,700.0,12.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,3529,2934.0,700.0,360.0,0.0,Urban,N
Female,Yes,0,Graduate,Yes,4696,1335.0,700.0,360.0,1.0,Rural,Y
Male,No,2,Graduate,No,5435,0.0,700.0,240.0,1.0,Semiurban,Y
Male,No,0,Graduate,No,4755,0.0,700.0,360.0,-1.0,Rural,Y
Male,Yes,1,Graduate,No,5078,915.0,700.0,360.0,1.0,Rural,N
Male,Yes,2,Not Graduate,No,2336,2129.0,599.0,180.0,1.0,Rural,N
Male,No,0,Graduate,Yes,3043,0.0,365.0,360.0,1.0,Semiurban,Y
Female,No,2,Graduate,No,4759,0.0,593.0,360.0,1.0,Semiurban,Y
Male,Yes,3+,Graduate,Yes,4718,464.0,620.0,360.0,1.0,Urban,Y
Male,Yes,1,Not Graduate,No,3784,1447.0,660.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,4687,3328.0,700.0,60.0,0.0,Rural,N
Male,Yes,2,Graduate,Yes,5343,1069.0,700.0,360.0,1.0,Semiurban,Y
Female,No,0,Graduate,No,8427,0.0,700.0,360.0,1.0,Rural,Y
Male,Yes,1,Graduate,Yes,4892,4434.0,700.0,360.0,1.0,Urban,N
Male,No,2,Graduate,No,6435,0.0,700.0,360.0,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,3836,4088.0,700.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,7077,0.0,700.0,360.0,0.0,Semiurban,N
Female,No,0,Graduate,No,6353,0.0,700.0,240.0,0.0,Urban,Y
Male,Yes,0,Graduate,No,8318,199.0,700.0,360.0,1.0,Urban,Y
Male,Yes,0,Not Graduate,No,7650,1337.0,700.0,180.0,1.0,Rural,Y
Male,No,0,Graduate,No,7142,0.0,700.0,360.0,1.0,Semiurban,Y
Male,No,1,Graduate,No,4895,0.0,700.0,360.0,1.0,Urban,Y
Male,Yes,0,Graduate,No,5912,2560.0,700.0,360.0,1.0,Urban,Y
Female,Yes,2,Graduate,No,9274,6560.0,700.0,180.0,0.0,Semiurban,N
Male,Yes,2,Graduate,No,3610,2818.0,700.0,360.0,1.0,Urban,Y
Male,Yes,0,Graduate,Yes,3657,4101.0,700.0,360.0,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,5709,858.0,700.0,120.0,1.0,Rural,Y
Male,Yes,1,Graduate,No,6493,746.0,700.0,360.0,1.0,Urban,Y
Female,No,0,Not Graduate,No,3284,0.0,622.0,360.0,0.0,Semiurban,N
Male,No,0,Not Graduate,No,4959,0.0,700.0,360.0,1.0,Urban,Y
Male,No,2,Graduate,No,4906,0.0,700.0,360.0,1.0,Urban,Y
Male,No,3+,Graduate,No,1528,0.0,302.0,360.0,-1.0,Rural,Y
Male,No,1,Graduate,No,4579,0.0,700.0,360.0,1.0,Semiurban,Y
Male,No,2,Graduate,No,4738,0.0,528.0,300.0,1.0,Rural,Y
Male,No,3+,Graduate,No,4731,0.0,560.0,360.0,1.0,Urban,N
Male,Yes,0,Graduate,No,11257,518.0,700.0,360.0,1.0,Urban,Y
Male,Yes,1,Graduate,No,2647,0.0,458.0,12.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,3283,1172.0,700.0,360.0,1.0,Semiurban,Y
Male,Yes,3+,Not Graduate,Yes,1228,5412.0,700.0,360.0,1.0,Rural,Y
Male,Yes,0,Graduate,No,3966,2601.0,700.0,360.0,0.0,Urban,N
Male,Yes,0,Graduate,No,4156,2537.0,700.0,360.0,1.0,Rural,Y
Male,Yes,2,Graduate,No,3903,1024.0,615.0,360.0,0.0,Rural,N
Male,Yes,0,Graduate,No,9502,1792.0,700.0,84.0,0.0,Semiurban,N
Male,Yes,2,Graduate,No,8294,2765.0,700.0,180.0,1.0,Urban,Y
Male,No,0,Not Graduate,No,5393,0.0,700.0,360.0,1.0,Semiurban,N
Male,No,3+,Graduate,Yes,4214,0.0,672.0,360.0,1.0,Urban,N
Male,Yes,2,Graduate,No,9085,5278.0,700.0,240.0,1.0,Rural,Y
Male,Yes,0,Graduate,No,5111,2013.0,700.0,360.0,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,3294,0.0,487.0,240.0,1.0,Rural,Y
Male,No,0,Graduate,No,2010,0.0,312.0,360.0,1.0,Semiurban,Y
Male,No,1,Graduate,No,4053,0.0,583.0,360.0,1.0,Semiurban,Y
Male,Yes,1,Not Graduate,No,7825,2544.0,700.0,180.0,1.0,Semiurban,Y
Male,No,2,Graduate,No,18072,0.0,700.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,Yes,5345,0.0,700.0,360.0,1.0,Rural,Y
Male,Yes,0,Graduate,No,3392,2922.0,700.0,240.0,1.0,Urban,Y
Male,No,1,Not Graduate,No,2693,0.0,528.0,360.0,0.0,Rural,N
Male,Yes,0,Graduate,No,6999,967.0,700.0,360.0,0.0,Rural,N
Male,Yes,0,Graduate,No,1958,3283.0,644.0,360.0,1.0,Rural,Y
Male,Yes,0,Graduate,Yes,6993,2933.0,700.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,8101,1206.0,700.0,360.0,1.0,Rural,Y
Male,No,2,Graduate,No,6568,0.0,700.0,360.0,-1.0,Urban,Y
Male,No,0,Graduate,No,4579,0.0,700.0,360.0,1.0,Rural,Y
Female,Yes,0,Graduate,No,7050,1182.0,700.0,60.0,1.0,Urban,N
Female,Yes,3+,Graduate,No,5676,0.0,700.0,360.0,1.0,Urban,Y
Male,No,0,Graduate,Yes,3368,0.0,400.0,360.0,1.0,Semiurban,Y
Male,Yes,1,Not Graduate,No,14296,1448.0,700.0,360.0,1.0,Urban,N
Male,No,0,Not Graduate,Yes,4258,0.0,700.0,240.0,0.0,Semiurban,Y
Male,No,2,Graduate,No,7916,0.0,700.0,360.0,1.0,Rural,Y
Female,Yes,1,Graduate,No,1366,169.0,300.0,120.0,1.0,Urban,Y
Male,No,2,Graduate,No,10426,0.0,700.0,360.0,0.0,Semiurban,N
Male,Yes,0,Not Graduate,No,11589,1909.0,700.0,360.0,1.0,Urban,Y
Male,Yes,0,Graduate,No,5252,1450.0,700.0,84.0,1.0,Rural,Y
Female,Yes,2,Graduate,No,7026,0.0,700.0,240.0,1.0,Rural,Y
Male,Yes,0,Graduate,No,7025,5522.0,700.0,360.0,0.0,Semiurban,Y
Male,No,0,Not Graduate,No,3628,0.0,529.0,360.0,1.0,Semiurban,Y
Male,No,0,Graduate,No,6981,0.0,700.0,360.0,1.0,Rural,Y
Male,No,3+,Graduate,No,3312,0.0,542.0,360.0,1.0,Rural,Y
Male,No,1,Not Graduate,No,3697,0.0,700.0,60.0,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,9603,1736.0,700.0,120.0,1.0,Semiurban,Y
Male,Yes,1,Not Graduate,No,8831,1537.0,700.0,360.0,1.0,Rural,N
Female,No,0,Graduate,No,3503,0.0,700.0,360.0,1.0,Urban,Y
Female,No,0,Graduate,No,3451,0.0,488.0,360.0,1.0,Rural,Y
Male,Yes,0,Not Graduate,No,3623,0.0,700.0,360.0,1.0,Urban,Y
Male,Yes,1,Graduate,No,7731,1992.0,700.0,360.0,1.0,Rural,Y
Male,Yes,0,Graduate,Yes,2981,0.0,368.0,360.0,1.0,Urban,Y
Male,Yes,2,Graduate,No,6287,4491.0,700.0,360.0,-1.0,Urban,Y
Male,No,2,Graduate,No,7791,0.0,700.0,360.0,1.0,Rural,Y
Female,Yes,0,Graduate,No,4922,1914.0,700.0,36.0,0.0,Rural,N
Female,No,0,Graduate,No,9005,0.0,700.0,360.0,0.0,Rural,N
Male,No,0,Graduate,No,4370,0.0,700.0,360.0,-1.0,Rural,Y
Male,No,3+,Graduate,No,4593,0.0,700.0,360.0,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,3018,1862.0,671.0,360.0,1.0,Urban,Y
Male,Yes,3+,Graduate,No,9040,1687.0,700.0,360.0,1.0,Urban,Y
Male,No,0,Graduate,No,3389,0.0,382.0,360.0,1.0,Semiurban,Y
Male,No,0,Graduate,No,6263,0.0,700.0,360.0,0.0,Urban,N
Male,Yes,0,Not Graduate,No,4968,660.0,700.0,360.0,1.0,Rural,Y
Male,No,0,Graduate,No,2896,0.0,419.0,240.0,1.0,Urban,Y
Male,Yes,0,Graduate,No,3696,414.0,557.0,360.0,0.0,Urban,N
Male,No,0,Graduate,No,11054,0.0,700.0,360.0,1.0,Urban,Y
Male,Yes,3+,Not Graduate,No,5773,2503.0,700.0,360.0,1.0,Urban,Y
Female,Yes,0,Graduate,No,2966,0.0,550.0,120.0,1.0,Urban,Y
Female,Yes,0,Graduate,No,6112,552.0,700.0,180.0,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,4768,9961.0,700.0,240.0,0.0,Urban,Y
Female,Yes,1,Graduate,Yes,34535,1155.0,700.0,360.0,1.0,Semiurban,Y
Female,Yes,2,Graduate,No,6044,2325.0,700.0,360.0,-1.0,Rural,Y
Male,Yes,1,Not Graduate,No,4191,4311.0,700.0,360.0,1.0,Semiurban,N
Male,No,2,Graduate,No,11283,0.0,700.0,360.0,0.0,Semiurban,N
Male,Yes,1,Graduate,No,1877,1222.0,504.0,360.0,1.0,Urban,Y
Male,No,0,Graduate,No,5442,0.0,700.0,360.0,1.0,Urban,Y
Male,No,1,Graduate,No,15474,0.0,700.0,360.0,1.0,Urban,Y
Male,Yes,0,Graduate,No,4847,2620.0,700.0,360.0,0.0,Rural,Y
Male,Yes,0,Graduate,No,1992,0.0,351.0,360.0,1.0,Semiurban,Y
Male,No,0,Graduate,No,4156,0.0,473.0,360.0,1.0,Urban,Y
Male,No,0,Graduate,No,11499,0.0,700.0,180.0,0.0,Semiurban,N
Male,Yes,2,Not Graduate,No,6354,820.0,700.0,360.0,1.0,Rural,Y
Male,No,0,Graduate,No,3257,0.0,522.0,180.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,Yes,3544,519.0,700.0,360.0,-1.0,Semiurban,Y
Male,Yes,0,Graduate,No,3798,8440.0,700.0,240.0,1.0,Rural,Y
Male,No,2,Graduate,No,6302,0.0,700.0,180.0,1.0,Semiurban,N
Male,Yes,0,Graduate,No,10786,184.0,700.0,360.0,1.0,Semiurban,N
Male,No,1,Not Graduate,No,9217,0.0,700.0,36.0,1.0,Urban,Y
Male,Yes,2,Graduate,Yes,6640,3600.0,700.0,360.0,1.0,Urban,Y
Male,No,0,Not Graduate,No,2484,0.0,411.0,360.0,1.0,Rural,Y
Female,Yes,2,Not Graduate,No,2489,0.0,519.0,180.0,0.0,Semiurban,N
Male,Yes,0,Graduate,No,6928,930.0,700.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,2465,617.0,550.0,360.0,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,4564,1874.0,700.0,360.0,1.0,Urban,Y
Male,No,2,Graduate,No,6108,0.0,700.0,360.0,-1.0,Rural,Y
Male,Yes,0,Not Graduate,No,2764,1460.0,700.0,360.0,1.0,Urban,Y
Male,Yes,0,Graduate,No,2941,6030.0,700.0,360.0,1.0,Rural,Y
Male,Yes,0,Not Graduate,No,4906,930.0,700.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,6816,0.0,700.0,360.0,1.0,Urban,Y
Female,No,1,Graduate,No,9263,0.0,700.0,360.0,1.0,Urban,Y
Male,Yes,1,Graduate,No,7215,492.0,700.0,360.0,-1.0,Rural,Y
Male,No,1,Graduate,No,5380,0.0,700.0,360.0,1.0,Urban,Y
Female,Yes,0,Graduate,No,3428,2020.0,619.0,360.0,1.0,Urban,Y
Male,No,1,Graduate,No,2867,0.0,535.0,360.0,1.0,Semiurban,Y
Female,Yes,1,Graduate,No,3901,3366.0,700.0,180.0,1.0,Urban,Y
Male,Yes,1,Not Graduate,No,6473,423.0,700.0,60.0,1.0,Semiurban,Y
Female,No,0,Graduate,Yes,6218,0.0,700.0,360.0,0.0,Urban,N
Male,No,0,Graduate,No,1628,0.0,313.0,360.0,0.0,Rural,N
Male,No,0,Graduate,No,3354,0.0,680.0,180.0,1.0,Urban,Y
Male,Yes,0,Graduate,No,10021,5581.0,700.0,240.0,0.0,Urban,N
Male,Yes,0,Not Graduate,No,5397,904.0,700.0,360.0,1.0,Urban,Y
Male,No,0,Graduate,No,2370,0.0,319.0,360.0,1.0,Urban,Y
Female,Yes,1,Graduate,No,18877,4279.0,700.0,360.0,1.0,Urban,Y
Male,No,0,Graduate,Yes,5085,0.0,700.0,360.0,-1.0,Urban,N
Male,Yes,2,Graduate,No,6383,1362.0,700.0,60.0,1.0,Urban,Y
Male,Yes,0,Graduate,No,6436,2044.0,700.0,360.0,0.0,Semiurban,Y
Male,No,2,Not Graduate,No,4221,0.0,520.0,360.0,1.0,Rural,Y
Male,No,0,Graduate,No,3463,0.0,447.0,360.0,1.0,Urban,Y
Female,Yes,0,Graduate,No,16596,4801.0,700.0,120.0,1.0,Urban,Y
Male,Yes,1,Graduate,No,8971,0.0,700.0,360.0,1.0,Rural,Y
Male,Yes,3+,Graduate,Yes,8120,605.0,700.0,120.0,0.0,Rural,N
Male,Yes,0,Not Graduate,No,7094,11840.0,700.0,360.0,1.0,Semiurban,Y
Male,Yes,0,Graduate,Yes,2976,1160.0,633.0,360.0,1.0,Urban,Y
Male,Yes,1,Graduate,No,10432,1198.0,700.0,360.0,1.0,Semiurban,Y
Male,No,1,Graduate,No,3250,0.0,700.0,360.0,1.0,Urban,Y
Male,No,0,Graduate,No,6038,0.0,695.0,36.0,1.0,Urban,Y
Female,Yes,0,Not Graduate,No,2097,1411.0,461.0,360.0,1.0,Urban,Y
Male,Yes,0,Graduate,No,1682,1967.0,519.0,360.0,1.0,Semiurban,N
Male,Yes,3+,Graduate,No,6155,1928.0,700.0,360.0,1.0,Urban,Y
Male,Yes,0,Graduate,No,3311,2339.0,700.0,360.0,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,1730,239.0,231.0,360.0,1.0,Urban,Y
Male,Yes,3+,Graduate,No,6956,0.0,700.0,360.0,1.0,Urban,N
Female,No,0,Graduate,No,16582,0.0,700.0,360.0,-1.0,Rural,Y
Male,Yes,0,Graduate,No,11095,3370.0,700.0,360.0,0.0,Rural,N
Female,Yes,0,Graduate,No,4485,578.0,700.0,360.0,1.0,Urban,Y
Male,Yes,0,Graduate,Yes,5192,1308.0,700.0,360.0,1.0,Semiurban,Y
Male,No,0,Graduate,No,8419,0.0,700.0,360.0,0.0,Urban,N
Male,Yes,0,Graduate,No,9577,7501.0,700.0,360.0,1.0,Urban,Y
Male,Yes,2,Graduate,No,4277,1179.0,700.0,360.0,1.0,Semiurban,N
Male,No,1,Not Graduate,No,5265,0.0,700.0,360.0,1.0,Urban,Y
Female,Yes,0,Graduate,No,6096,1113.0,700.0,180.0,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,7007,1330.0,700.0,240.0,1.0,Semiurban,Y
