Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,total_income,loan_income_ratio,Gender_Male,Married_Yes,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban,Loan_Status
0,4847,2620.0,700.0,360.0,0.0,7467.0,0.09374581490642214,1,1,0,0,0,0,1
3,4494,0.0,590.0,360.0,1.0,4494.0,0.13128615929432882,1,0,0,0,0,1,1
0,6186,3950.0,700.0,360.0,1.0,10136.0,0.06906077347384956,0,1,0,0,1,0,1
3,3312,0.0,542.0,360.0,1.0,3312.0,0.16364734294575867,1,0,0,0,0,0,1
0,13836,0.0,700.0,360.0,1.0,13836.0,0.0505926568335796,1,0,1,1,0,1,1
1,6268,0.0,700.0,360.0,0.0,6268.0,0.11167836628722425,0,0,0,0,0,0,0
0,5881,0.0,700.0,360.0,1.0,5881.0,0.1190273762763089,1,1,0,0,0,1,1
0,6999,967.0,700.0,360.0,0.0,7966.0,0.08787346220338017,1,1,0,0,0,0,0
0,4991,1905.0,700.0,360.0,1.0,6896.0,0.10150812063493211,1,1,0,0,1,0,1
3,9040,1687.0,700.0,360.0,1.0,10727.0,0.0652558963302642,1,1,0,0,0,1,1
0,3798,8440.0,700.0,240.0,1.0,12238.0,0.05719888870263124,1,1,0,0,0,0,1
0,4370,0.0,700.0,360.0,-1.0,4370.0,0.1601830663249009,1,0,0,0,0,0,1
0,8755,11127.0,700.0,360.0,-1.0,19882.0,0.035207725579156635,1,1,0,0,1,0,1
2,3294,0.0,487.0,240.0,1.0,3294.0,0.14784456583246977,1,1,0,0,0,0,1
0,4906,0.0,621.0,180.0,1.0,4906.0,0.12657969830277624,1,0,0,0,0,1,0
1,5217,0.0,700.0,360.0,1.0,5217.0,0.13417672989569163,1,1,0,0,0,0,1
3,3647,0.0,589.0,360.0,1.0,3647.0,0.1615026048364402,1,1,0,0,1,0,1
1,10558,0.0,700.0,240.0,1.0,10558.0,0.06630043568229774,0,0,0,0,0,1,1
0,4489,840.0,654.0,360.0,1.0,5329.0,0.12272471380695726,1,1,0,0,1,0,1
0,6081,0.0,700.0,120.0,1.0,6081.0,0.1151126459274605,0,1,1,0,1,0,1
0,1682,1967.0,519.0,360.0,1.0,3649.0,0.14223074811120012,1,1,0,0,1,0,0
1,9263,0.0,700.0,360.0,1.0,9263.0,0.0755694699259884,0,0,0,0,0,1,1
0,4338,0.0,536.0,360.0,0.0,4338.0,0.1235592438627111,0,0,0,0,0,0,0
2,3391,0.0,568.0,360.0,-1.0,3391.0,0.16750221168755464,1,0,1,0,1,0,1
0,3656,0.0,700.0,360.0,1.0,3656.0,0.19146608309861432,1,0,1,0,0,0,0
0,4424,279.0,620.0,360.0,1.0,4703.0,0.13183074630409722,0,1,0,0,0,0,1
0,3361,0.0,473.0,300.0,1.0,3361.0,0.14073192498044276,0,1,0,0,0,1,1
3,4593,0.0,700.0,360.0,1.0,4593.0,0.15240583493307078,1,0,0,0,1,0,1
2,4465,0.0,700.0,180.0,1.0,4465.0,0.15677491597832588,1,1,1,0,0,0,1
1,6144,0.0,700.0,360.0,1.0,6144.0,0.11393229164812299,1,1,0,0,1,0,1
2,9832,0.0,700.0,240.0,1.0,9832.0,0.07119609437843814,0,1,0,0,0,0,1
1,9217,0.0,700.0,36.0,1.0,9217.0,0.07594662036715345,1,0,1,0,0,1,1
2,12904,0.0,700.0,360.0,-1.0,12904.0,0.05424674519108441,1,0,0,0,0,1,1
2,5647,0.0,674.0,360.0,1.0,5647.0,0.11935540993105093,1,0,1,0,1,0,1
0,15712,0.0,700.0,360.0,1.0,15712.0,0.04455193482404837,1,0,0,0,0,1,0
2,10462,2704.0,700.0,360.0,0.0,13166.0,0.053167248970593405,1,1,0,0,1,0,0
0,5085,0.0,700.0,360.0,-1.0,5085.0,0.13765978365041104,1,0,0,1,0,1,0
0,5345,0.0,700.0,360.0,1.0,5345.0,0.1309635172813913,1,1,0,1,0,0,1
1,10195,288.0,700.0,360.0,1.0,10483.0,0.06677477820597398,1,1,0,0,1,0,1
2,18072,0.0,700.0,360.0,1.0,18072.0,0.03873395307443925,1,0,0,0,1,0,1
0,6693,0.0,700.0,36.0,1.0,6693.0,0.10458688180119724,1,1,1,0,0,1,1
0,3608,2426.0,700.0,240.0,1.0,6034.0,0.11600928072323345,1,1,1,0,0,0,0
0,5252,1450.0,700.0,84.0,1.0,6702.0,0.10444643388474388,1,1,0,0,0,0,1
0,9813,0.0,700.0,360.0,-1.0,9813.0,0.07133394475987628,1,0,0,0,1,0,1
0,4156,0.0,473.0,360.0,1.0,4156.0,0.11381135704672488,1,0,0,0,0,1,1
3,2364,2553.0,556.0,180.0,-1.0,4917.0,0.11307707949703537,1,1,0,0,1,0,1
0,16582,0.0,700.0,360.0,-1.0,16582.0,0.042214449400421274,0,0,0,0,0,0,1
0,6304,0.0,700.0,360.0,-1.0,6304.0,0.11104060911944152,1,1,0,0,0,0,1
0,9215,0.0,700.0,360.0,1.0,9215.0,0.07596310362713368,1,0,1,0,1,0,1
0,5676,1066.0,700.0,360.0,1.0,6742.0,0.10382675762328289,1,1,1,0,1,0,1
3,4223,0.0,700.0,240.0,0.0,4223.0,0.165758939103538,1,0,1,0,0,1,0
0,5209,2848.0,700.0,360.0,1.0,8057.0,0.08688097305611506,1,1,0,0,0,0,1
0,4888,2051.0,700.0,360.0,0.0,6939.0,0.10087908919139946,1,1,1,0,1,0,1
2,2925,6369.0,700.0,360.0,-1.0,9294.0,0.07531740907302373,1,1,1,0,0,1,1
0,3650,4778.0,700.0,360.0,1.0,8428.0,0.08305647839546078,1,1,0,0,1,0,1
0,3362,0.0,594.0,180.0,1.0,3362.0,0.1766805472407256,1,0,0,0,1,0,0
0,4514,11991.0,700.0,360.0,1.0,16505.0,0.042411390485161383,1,1,0,0,0,1,0
0,6263,0.0,700.0,360.0,0.0,6263.0,0.1117675235331682,1,0,0,0,0,1,0
0,4709,1422.0,700.0,360.0,1.0,6131.0,0.11417387047558736,1,1,0,0,0,0,1
2,2694,2520.0,700.0,360.0,1.0,5214.0,0.1342539316965374,1,1,0,0,0,1,1
0,2631,0.0,383.0,360.0,1.0,2631.0,0.14557202579035652,0,0,0,0,0,0,1
0,7650,1337.0,700.0,180.0,1.0,8987.0,0.07789028595995434,1,1,1,0,0,0,1
0,2454,0.0,304.0,360.0,1.0,2454.0,0.1238793805526164,1,0,0,0,0,0,0
0,9412,461.0,700.0,300.0,1.0,9873.0,0.07090043552406558,1,1,0,0,1,0,1
1,8476,2711.0,700.0,360.0,1.0,11187.0,0.06257262893871703,1,1,0,0,0,1,0
0,4336,0.0,600.0,360.0,0.0,4336.0,0.13837638373192426,1,0,0,0,0,1,0
0,3659,0.0,700.0,360.0,1.0,3659.0,0.19130910079494148,0,0,0,0,0,0,1
2,10866,0.0,700.0,360.0,-1.0,10866.0,0.06442113012475417,1,0,1,0,0,1,0
3,5676,0.0,700.0,360.0,1.0,5676.0,0.1233262860952561,0,1,0,0,0,1,1
0,5401,3056.0,700.0,360.0,1.0,8457.0,0.08277166843055792,1,1,0,0,0,1,1
0,4717,0.0,700.0,360.0,1.0,4717.0,0.14839940637091384,1,0,0,0,0,1,0
0,10961,1313.0,700.0,360.0,0.0,12274.0,0.05703112269374033,1,1,0,0,0,1,0
0,6096,1113.0,700.0,180.0,1.0,7209.0,0.09710084615104718,0,1,0,0,1,0,1
1,2406,5935.0,700.0,360.0,1.0,8341.0,0.08392279102218884,1,1,0,0,1,0,1
1,7887,10438.0,700.0,12.0,1.0,18325.0,0.03819918144402733,1,1,0,0,0,0,1
3,1528,0.0,302.0,360.0,-1.0,1528.0,0.19764397892824345,1,0,0,0,0,0,1
3,4547,30376.0,700.0,360.0,0.0,34923.0,0.020044097012855592,1,1,0,0,0,0,0
0,2926,0.0,455.0,360.0,1.0,2926.0,0.15550239229135257,1,0,0,0,0,1,1
0,2375,0.0,506.0,84.0,1.0,2375.0,0.213052631489241,0,1,0,0,1,0,0
2,6420,0.0,700.0,360.0,0.0,6420.0,0.10903426789578904,1,0,1,0,0,0,0
0,3568,2165.0,700.0,360.0,0.0,5733.0,0.12210012207882433,1,1,0,1,0,1,0
0,5867,286.0,700.0,360.0,1.0,6153.0,0.11376564275739222,1,1,1,0,1,0,1
0,4929,0.0,700.0,360.0,1.0,4929.0,0.14201663620571786,1,0,0,0,0,1,1
0,5364,1075.0,700.0,360.0,1.0,6439.0,0.10871253298513549,0,1,1,0,0,1,1
0,3389,0.0,382.0,360.0,1.0,3389.0,0.11271761578261505,1,0,0,0,1,0,1
0,3283,1172.0,700.0,360.0,1.0,4455.0,0.15712682375822068,1,1,0,0,1,0,1
0,10021,5581.0,700.0,240.0,0.0,15602.0,0.04486604281214805,1,1,0,0,0,1,0
1,2867,0.0,535.0,360.0,1.0,2867.0,0.18660620851531,1,0,0,0,1,0,1
2,9085,5278.0,700.0,240.0,1.0,14363.0,0.04873633641657479,1,1,0,0,0,0,1
1,7137,0.0,700.0,360.0,1.0,7137.0,0.09808042593553587,0,0,0,0,1,0,1
0,2648,0.0,470.0,180.0,1.0,2648.0,0.1774924470628805,1,0,1,0,0,1,1
0,4342,0.0,646.0,360.0,1.0,4342.0,0.14877936431396144,1,0,1,0,0,0,1
3,4702,1136.0,700.0,360.0,-1.0,5838.0,0.11990407671807055,1,1,0,0,1,0,1
0,16596,4801.0,700.0,120.0,1.0,21397.0,0.03271486656855097,0,1,0,0,0,1,1
2,6005,0.0,700.0,84.0,1.0,6005.0,0.11656952537609166,1,0,0,0,1,0,0
3,7845,275.0,700.0,360.0,1.0,8120.0,0.08620689654110752,1,1,0,0,1,0,1
0,2833,2837.0,700.0,120.0,0.0,5670.0,0.1234567901016831,1,1,0,0,1,0,0
0,2212,0.0,471.0,360.0,1.0,2212.0,0.2129294754914424,1,1,0,0,0,1,0
0,11585,0.0,700.0,360.0,1.0,11585.0,0.060422960719859906,1,0,0,0,1,0,1
0,10872,5092.0,700.0,360.0,1.0,15964.0,0.043848659481091914,1,1,1,0,0,0,1
2,4311,1913.0,700.0,360.0,1.0,6224.0,0.11246786630583742,1,1,0,1,0,1,1
0,3374,0.0,493.0,360.0,1.0,3374.0,0.1461173680657625,0,1,1,1,1,0,1
0,12082,711.0,700.0,360.0,1.0,12793.0,0.054717423586749206,1,1,1,0,0,1,1
0,3696,414.0,557.0,360.0,0.0,4110.0,0.13552311432225714,1,1,0,0,0,1,0
0,8427,0.0,700.0,360.0,1.0,8427.0,0.08306633439147189,0,0,0,0,0,0,1
0,2966,0.0,550.0,120.0,1.0,2966.0,0.1854349291350523,0,1,0,0,0,1,1
3,7706,0.0,700.0,360.0,0.0,7706.0,0.09083830780030647,0,0,1,0,0,1,1
0,3039,1159.0,478.0,360.0,1.0,4198.0,0.11386374461318156,1,1,0,0,1,0,1
0,11499,0.0,700.0,180.0,0.0,11499.0,0.06087485867806984,1,0,0,0,1,0,0
3,4718,464.0,620.0,360.0,1.0,5182.0,0.11964492471639425,1,1,0,1,0,1,1
0,3284,0.0,622.0,360.0,0.0,3284.0,0.1894031668119966,0,0,1,0,1,0,0
2,15297,2900.0,700.0,360.0,-1.0,18197.0,0.03846787931865319,1,1,0,0,1,0,0
3,4546,636.0,700.0,360.0,1.0,5182.0,0.13508297951850964,1,1,0,0,0,1,1
0,2649,0.0,501.0,360.0,1.0,2649.0,0.18912797274853607,0,0,1,1,0,1,1
0,1427,3923.0,653.0,240.0,1.0,5350.0,0.12205607474354091,1,1,0,0,1,0,1
2,4765,5118.0,700.0,60.0,1.0,9883.0,0.07082869573299315,1,1,1,1,0,1,1
2,6287,4491.0,700.0,360.0,-1.0,10778.0,0.06494711448645879,1,1,0,0,0,1,1
0,10775,0.0,700.0,360.0,1.0,10775.0,0.06496519720974801,1,0,0,1,0,1,1
0,2186,0.0,389.0,360.0,1.0,2186.0,0.17795059461209947,1,0,0,0,0,1,1
2,10426,0.0,700.0,360.0,0.0,10426.0,0.0671398426945003,1,0,0,0,1,0,0
2,11079,1596.0,700.0,360.0,1.0,12675.0,0.05522682445323654,1,1,0,0,1,0,1
0,11302,0.0,700.0,360.0,1.0,11302.0,0.06193594053601699,1,0,0,0,1,0,1
3,4311,0.0,528.0,360.0,0.0,4311.0,0.12247738340930703,0,1,1,0,0,0,0
0,6038,0.0,695.0,36.0,1.0,6038.0,0.11510433916609732,1,0,0,0,0,1,1
0,8422,3720.0,700.0,360.0,1.0,12142.0,0.0576511283101918,1,1,0,0,0,1,1
0,4893,0.0,580.0,240.0,1.0,4893.0,0.11853668503606443,1,0,0,0,0,1,1
3,3259,2123.0,700.0,360.0,-1.0,5382.0,0.13006317351726807,0,1,0,0,1,0,1
1,4707,2880.0,700.0,360.0,1.0,7587.0,0.09226308157476432,0,1,0,0,0,0,0
3,12908,0.0,700.0,360.0,1.0,12908.0,0.05422993491987682,1,0,0,0,1,0,1
0,7149,0.0,700.0,240.0,1.0,7149.0,0.09791579240482363,1,0,0,1,0,1,1
0,9005,0.0,700.0,360.0,0.0,9005.0,0.07773459188476017,0,0,0,0,0,0,0
0,7050,1182.0,700.0,60.0,1.0,8232.0,0.08503401359511248,0,1,0,0,0,1,0
1,15474,0.0,700.0,360.0,1.0,15474.0,0.04523717202757935,1,0,0,0,0,1,1
0,7367,1074.0,700.0,360.0,1.0,8441.0,0.08292856295664867,0,1,0,0,0,1,1
0,8049,0.0,700.0,120.0,1.0,8049.0,0.08696732512275222,1,0,0,0,0,1,1
3,3975,1855.0,700.0,360.0,0.0,5830.0,0.12006861061405341,1,1,0,0,1,0,1
2,4768,9961.0,700.0,240.0,0.0,14729.0,0.0475252902405102,1,1,0,0,0,1,1
0,1431,0.0,299.0,360.0,1.0,1431.0,0.20894479370444108,1,0,0,0,1,0,1
0,3043,0.0,365.0,360.0,1.0,3043.0,0.1199474202694882,1,0,0,1,1,0,1
2,6426,2260.0,700.0,360.0,0.0,8686.0,0.08058945428498855,1,1,1,0,0,0,0
0,2525,0.0,421.0,180.0,1.0,2525.0,0.166732673201294,0,1,0,0,1,0,1
0,2648,0.0,299.0,360.0,1.0,2648.0,0.11291540781234313,1,0,0,0,0,1,1
0,7781,2480.0,700.0,360.0,1.0,10261.0,0.06821947177972718,1,1,0,0,0,0,1
2,2336,2129.0,599.0,180.0,1.0,4465.0,0.13415453524431029,1,1,1,0,0,0,0
0,1865,0.0,247.0,360.0,1.0,1865.0,0.13243967821316907,1,0,0,1,0,1,1
1,7215,492.0,700.0,360.0,-1.0,7707.0,0.09082652133244758,1,1,0,0,0,0,1
1,4053,0.0,583.0,360.0,1.0,4053.0,0.1438440660883681,1,0,0,0,1,0,1
0,4042,3188.0,700.0,84.0,1.0,7230.0,0.0968188104983653,0,1,0,0,0,1,1
0,3966,2601.0,700.0,360.0,0.0,6567.0,0.10659357391402564,1,1,0,0,0,1,0
0,2499,2368.0,673.0,360.0,1.0,4867.0,0.13827820009486783,1,1,0,0,0,1,1
0,5025,1947.0,700.0,360.0,1.0,6972.0,0.10040160641130212,1,1,0,0,1,0,1
1,8831,1537.0,700.0,360.0,1.0,10368.0,0.06751543209225352,1,1,1,0,0,0,0
2,3670,10953.0,700.0,360.0,1.0,14623.0,0.047869794156611516,1,1,0,0,0,0,1
3,4473,0.0,533.0,240.0,0.0,4473.0,0.11915940082290198,1,1,0,0,1,0,0
0,2653,0.0,315.0,360.0,1.0,2653.0,0.11873350919007407,1,1,0,0,1,0,1
0,7914,0.0,700.0,240.0,-1.0,7914.0,0.08845084658978382,1,0,0,0,1,0,1
1,7230,485.0,700.0,300.0,1.0,7715.0,0.09073233958642483,1,1,0,0,0,0,1
2,5829,0.0,700.0,360.0,1.0,5829.0,0.12008920910617786,1,1,1,0,0,1,1
0,7142,0.0,700.0,360.0,1.0,7142.0,0.09801176139764607,1,0,0,0,1,0,1
0,5987,1687.0,700.0,360.0,1.0,7674.0,0.09121709667823598,1,1,0,0,0,1,1
0,5756,1964.0,700.0,240.0,-1.0,7720.0,0.0906735751177884,0,1,0,0,1,0,1
0,6353,0.0,700.0,240.0,0.0,6353.0,0.11018416494409189,0,0,0,0,0,1,1
0,10786,184.0,700.0,360.0,1.0,10970.0,0.06381039197230534,1,1,0,0,1,0,0
2,5949,0.0,671.0,240.0,1.0,5949.0,0.11279206587446762,1,0,1,1,0,0,1
0,8529,1308.0,700.0,360.0,1.0,9837.0,0.07115990646831759,1,1,0,0,1,0,1
2,6568,0.0,700.0,360.0,-1.0,6568.0,0.10657734468535666,1,0,0,0,0,1,1
0,2450,118.0,418.0,360.0,1.0,2568.0,0.16277258560639699,1,1,0,0,1,0,1
0,8197,3912.0,700.0,360.0,1.0,12109.0,0.057808241798843155,1,1,1,1,0,1,1
0,11847,0.0,700.0,180.0,1.0,11847.0,0.059086688608163525,1,0,0,0,1,0,1
0,2158,793.0,373.0,360.0,1.0,2951.0,0.12639783120081402,1,1,0,0,1,0,0
0,7963,37946.0,700.0,360.0,1.0,45909.0,0.015247554945321233,1,1,1,0,0,1,1
0,5878,3150.0,700.0,360.0,1.0,9028.0,0.07753655293780055,1,1,0,0,0,1,1
0,6143,1611.0,700.0,360.0,1.0,7754.0,0.0902759865759252,1,1,0,0,1,0,0
0,7325,0.0,700.0,180.0,1.0,7325.0,0.09556313991869445,1,0,0,0,1,0,1
0,11522,3071.0,700.0,360.0,1.0,14593.0,0.04796820393010565,1,1,0,1,0,0,1
3,2019,0.0,317.0,360.0,1.0,2019.0,0.15700841993214046,1,0,1,1,1,0,1
0,6447,0.0,700.0,120.0,1.0,6447.0,0.10857763299075886,1,0,0,0,0,1,1
0,2293,1433.0,579.0,360.0,1.0,3726.0,0.1553945249180369,1,1,1,1,0,1,1
0,7194,716.0,700.0,360.0,1.0,7910.0,0.08849557521005112,1,1,0,0,0,0,1
0,11054,0.0,700.0,360.0,1.0,11054.0,0.06332549302846703,1,0,0,0,0,1,1
0,3435,0.0,501.0,360.0,1.0,3435.0,0.14585152834181905,1,0,1,0,1,0,1
0,4057,3828.0,700.0,360.0,1.0,7885.0,0.08877615724936257,1,1,0,0,1,0,1
0,4129,2347.0,700.0,360.0,0.0,6476.0,0.10809141443667519,1,1,0,0,0,1,0
2,2904,2661.0,700.0,36.0,1.0,5565.0,0.1257861634994095,1,1,0,0,1,0,1
1,6160,0.0,700.0,360.0,1.0,6160.0,0.11363636361791617,0,1,0,0,0,0,1
0,3392,2922.0,700.0,240.0,1.0,6314.0,0.11086474499352791,1,1,0,0,0,1,1
0,6928,930.0,700.0,360.0,1.0,7858.0,0.08908119113144805,1,1,0,0,1,0,1
0,3463,0.0,447.0,360.0,1.0,3463.0,0.12907883334418746,1,0,0,0,0,1,1
0,4855,788.0,700.0,360.0,1.0,5643.0,0.12404749244656255,1,1,0,0,1,0,1
0,6599,684.0,700.0,360.0,0.0,7283.0,0.09611423862472686,1,1,0,0,0,1,0
0,7036,0.0,700.0,360.0,1.0,7036.0,0.09948834563679812,0,0,0,0,0,1,1
1,3949,0.0,560.0,360.0,1.0,3949.0,0.14180805263565255,1,0,0,0,0,1,1
3,5570,1579.0,700.0,360.0,1.0,7149.0,0.09791579240482363,1,1,0,0,0,1,1
0,8101,1206.0,700.0,360.0,1.0,9307.0,0.0752122058584708,1,1,0,0,0,0,1
0,8300,0.0,700.0,360.0,1.0,8300.0,0.08433734938742923,1,0,0,0,0,1,1
1,2915,1765.0,700.0,240.0,-1.0,4680.0,0.1495726495406896,1,1,0,1,0,0,1
0,4370,0.0,663.0,360.0,1.0,4370.0,0.15171624710487042,1,0,0,0,1,0,1
0,6428,0.0,700.0,360.0,0.0,6428.0,0.10889856874472642,1,0,0,0,1,0,0
3,6956,0.0,700.0,360.0,1.0,6956.0,0.10063254742659106,1,1,0,0,0,1,0
0,1730,239.0,231.0,360.0,1.0,1969.0,0.11731843569460719,0,1,0,0,0,1,1
2,2268,2138.0,700.0,360.0,-1.0,4406.0,0.15887426233343752,1,1,0,0,0,1,1
0,8419,0.0,700.0,360.0,0.0,8419.0,0.08314526664887216,1,0,0,0,0,1,0
1,9013,0.0,700.0,360.0,1.0,9013.0,0.07766559413317811,1,1,0,0,0,1,1
3,6886,0.0,700.0,360.0,1.0,6886.0,0.10165553295067448,1,0,1,0,0,1,1
2,4331,0.0,625.0,360.0,-1.0,4331.0,0.14430847376026126,0,0,1,0,1,0,1
0,3454,521.0,512.0,360.0,1.0,3975.0,0.1288050314141371,1,1,0,0,1,0,1
0,2484,0.0,411.0,360.0,1.0,2484.0,0.16545893713145776,1,0,1,0,0,0,1
0,7652,3170.0,700.0,240.0,1.0,10822.0,0.0646830530341265,1,1,0,0,0,1,1
2,2890,807.0,520.0,360.0,1.0,3697.0,0.14065458476043965,0,1,0,0,0,1,1
0,4047,0.0,476.0,360.0,0.0,4047.0,0.11761798860449271,0,0,0,1,0,1,0
0,3619,5463.0,700.0,360.0,1.0,9082.0,0.07707553401485624,0,1,0,0,1,0,1
3,5196,0.0,681.0,360.0,1.0,5196.0,0.13106235563297491,1,0,0,1,1,0,1
0,4038,0.0,568.0,240.0,1.0,4038.0,0.1406636948636296,1,0,0,0,0,1,1
0,6171,1984.0,700.0,360.0,1.0,8155.0,0.08583690986071896,1,1,0,0,1,0,1
